# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78924\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'MS-GF+_2019-01-08T17:24:51', 2: 'MS-GF+_2019-01-08T18:06:27', 3: 'MS-GF+_2019-01-08T18:54:28', 4: 'MS-GF+_2019-01-08T19:44:17', 5: 'MS-GF+_2019-01-08T20:30:51', 6: 'MS-GF+_2019-01-08T22:00:34', 7: 'MS-GF+_2019-01-08T23:24:36', 8: 'MS-GF+_2019-01-09T00:51:20', 9: 'MS-GF+_2019-01-09T02:19:48', 10: 'MS-GF+_2019-01-09T03:36:51'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll0709"	1	0	159	110	85	91	99	112	122	159	132	131	134
"sll0710"	1	0	226	171	122	158	184	140	180	144	151	170	155
"sll0711"	1	0	34	18	20	12	14	21	32	26	16	18	29
"sll0712"	1	0	35	19	14	21	19	14	45	37	28	34	20
"sll0716"	1	0	19	13	5	9	8	6	8	8	12	7	14
"sll0720"	1	0	32	13	5	12	7	12	10	8	11	10	8
"sll0721"	1	0	87	37	24	40	22	32	57	62	41	54	46
"sll0722"	1	0	63	22	24	29	31	18	20	28	34	31	27
"sll0723"	1	0	149	63	58	67	54	59	61	58	64	71	60
"sll0726"	1	0	63	50	45	39	44	60	102	97	91	109	101
"sll0727"	1	0	37	48	37	44	47	42	23	19	14	13	25
"sll0728"	1	0	62	47	45	35	41	41	51	62	68	51	52
"sll0729"	1	0	82	54	47	49	55	50	51	57	48	68	71
"sll0732"	1	0	17	7	7	10	8	5	15	8	11	9	9
"sll0733"	1	0	25	16	8	5	15	17	15	12	13	9	13
"sll0735"	1	0	110	95	77	66	72	72	108	133	81	91	103
"sll0736"	1	0	52	20	21	21	31	22	30	28	22	27	25
"sll0737"	1	0	52	19	14	19	20	19	23	21	24	32	26
"sll0738"	1	0	20	11	12	6	11	13	3	10	10	10	3
"sll0739"	1	0	60	27	10	29	23	22	35	30	29	29	30
"sll0740"	1	0	89	54	48	61	44	60	74	69	60	66	62
"sll0741"	1	0	183	111	109	107	93	120	106	112	130	109	102
"sll0742"	1	0	106	65	77	93	79	73	52	73	72	68	78
"sll0743"	1	0	30	29	17	32	27	32	38	34	50	41	32
"sll0744"	1	0	25	16	4	8	11	13	17	13	14	10	15
"sll0745"	1	0	44	37	39	41	32	41	48	42	45	40	36
"sll0749"	1	0	11	47	28	54	32	42	19	27	24	28	35
"sll0750"	1	0	48	30	22	30	23	20	49	44	24	35	31
"sll0751"	1	0	18	21	14	13	23	14	6	12	8	13	12
"sll0752"	1	0	32	18	18	18	11	15	16	19	21	24	18
"sll0753"	1	0	34	24	23	29	28	21	17	26	21	32	19
"sll0754"	1	0	52	31	22	25	31	24	23	23	23	36	41
"sll0755"	1	0	26	11	18	16	16	22	18	19	18	21	15
"sll0756"	1	0	9	4	4	4	7	8	12	12	11	17	17
"sll0757"	1	0	80	29	41	46	27	28	32	33	56	27	61
"sll0759"	1	0	52	25	14	20	20	33	20	19	24	30	28
"sll0760"	1	0	9	7	6	7	4	4	2	1	4	3	0
"sll0761"	1	0	17	7	14	15	16	18	16	16	15	13	19
"sll0762"	1	0	11	3	8	5	5	1	4	8	2	1	3
"sll0763"	1	0	4	4	8	12	5	9	2	0	3	2	2
"sll0764"	1	0	56	17	31	18	18	17	37	35	32	30	22
"sll0765"	1	0	63	40	37	30	39	44	38	39	52	47	47
"sll0766"	1	0	35	24	22	22	19	17	19	18	16	23	20
"sll0767"	1	0	163	73	96	90	91	101	120	120	117	135	133
"sll0771"	1	0	18	16	12	15	18	18	13	6	12	9	7
"sll0772"	1	0	31	8	16	15	18	19	7	14	18	9	10
"sll0775"	1	0	30	15	16	18	16	20	31	28	38	36	24
"sll0776"	1	0	118	39	47	63	50	58	45	40	34	38	44
"sll0777"	1	0	39	41	21	34	36	22	28	22	21	27	28
"sll0778"	1	0	75	60	54	60	51	57	49	39	39	35	25
"sll0779"	1	0	132	110	95	92	107	116	119	121	104	120	126
"sll0780"	1	0	11	4	4	1	1	2	4	3	1	5	2
"sll0781"	1	0	97	66	77	71	66	54	110	120	99	104	119
"sll0782"	1	0	50	13	23	16	18	15	19	18	13	20	22
"sll0783"	1	0	21	11	9	5	6	16	17	17	20	16	11
"sll0784"	1	0	38	25	14	24	19	12	22	24	21	26	23
"sll0785"	1	0	60	20	21	20	21	15	33	25	35	37	24
"sll0786"	1	0	23	15	19	16	9	13	12	17	13	8	7
"sll0787"	1	0	17	8	10	4	4	3	3	4	7	12	4
"sll0788"	1	0	2	0	2	1	3	0	2	0	0	0	0
"sll0789"	1	0	11	1	2	1	3	1	7	6	7	7	5
"sll0790"	1	0	3	1	0	0	1	1	1	1	2	1	1
"sll0792"	1	0	39	12	7	18	15	17	26	34	34	27	35
"sll0793"	1	0	5	0	0	0	2	0	0	3	1	3	1
"sll0794"	1	0	36	15	14	15	18	24	35	47	39	44	36
"sll0797"	1	0	35	11	9	10	9	20	32	21	32	28	31
"sll0798"	1	0	39	16	8	15	15	17	19	19	22	34	26
"sll0800"	1	0	40	16	10	10	10	16	11	11	11	12	12
"sll0802"	1	0	45	18	20	17	19	27	20	21	16	22	14
"sll0803"	1	0	30	14	6	9	16	10	24	18	20	22	18
"sll0804"	1	0	55	33	26	24	21	38	35	30	39	36	38
"sll0807"	1	0	15	19	26	18	21	15	23	20	23	26	19
"sll0808"	1	0	102	28	33	25	23	16	30	23	33	36	36
"sll0809"	1	0	25	4	6	9	14	6	22	24	22	14	14
"sll0810"	1	0	67	69	51	62	63	56	64	45	48	66	49
"sll0811"	1	0	36	37	41	45	47	63	41	42	62	60	45
"sll0812"	1	0	47	39	31	28	38	31	16	22	23	27	21
"sll0813"	1	0	29	7	8	16	14	8	14	13	15	8	9
"sll0814"	1	0	18	23	29	21	23	13	8	12	8	18	17
"sll0815"	1	0	61	14	15	22	32	25	19	27	26	37	20
"sll0816"	1	0	36	37	23	28	36	27	20	18	22	26	24
"sll0817"	1	0	19	10	13	6	13	10	15	16	8	15	14
"sll0818"	1	0	34	24	21	24	14	9	20	12	10	22	17
"sll0819"	1	0	21	9	28	18	21	34	90	79	87	86	81
"sll0821"	1	0	224	94	83	90	91	117	89	96	109	95	113
"sll0822"	1	0	38	10	23	13	16	13	55	62	70	65	61
"sll0823"	1	0	67	39	45	38	41	30	66	60	52	51	60
"sll0825"	1	0	58	13	13	12	18	14	16	16	19	19	20
"sll0827"	1	0	89	44	35	42	38	32	59	51	59	65	54
"sll0828"	1	0	41	31	23	14	12	30	31	28	35	27	32
"sll0829"	1	0	8	2	2	2	4	3	4	4	4	1	2
"sll0830"	1	0	65	59	38	51	36	34	45	37	44	36	34
"sll0832"	1	0	39	32	32	34	30	33	40	50	29	29	32
"sll0833"	1	0	30	35	25	24	27	33	16	12	20	14	17
"sll0834"	1	0	41	39	27	32	41	36	31	31	41	48	29
"sll0837"	1	0	36	37	40	30	44	25	55	48	51	53	55
"sll0838"	1	0	23	8	8	6	4	13	15	22	25	20	20
"sll0839"	1	0	16	14	17	19	20	21	9	7	4	9	7
"sll0842"	1	0	72	36	38	32	58	48	60	57	58	62	58
"sll0843"	1	0	31	22	17	21	18	27	23	22	24	31	19
"sll0844"	1	0	49	53	56	53	55	25	33	37	37	37	35
"sll0846"	1	0	13	17	11	15	13	16	16	16	8	12	8
"sll0847"	1	0	32	14	14	9	9	16	7	12	17	17	17
"sll0848"	1	0	92	63	56	59	45	77	76	74	67	64	66
"sll0851"	1	0	40	31	43	45	57	41	106	86	97	96	86
"sll0853"	1	0	34	22	18	20	23	17	18	29	18	15	16
"sll0854"	1	0	36	34	35	22	36	27	40	32	36	29	36
"sll0855"	1	0	40	25	35	31	27	20	34	25	17	30	28
"sll0856"	1	0	45	25	21	27	22	13	13	22	21	27	35
"sll0857"	1	0	7	7	10	8	17	10	2	7	12	18	7
"sll0858"	1	0	71	52	45	42	52	57	48	60	52	60	71
"sll0860"	1	0	25	33	17	28	31	15	32	33	46	50	45
"sll0861"	1	0	43	60	55	60	54	29	32	35	28	38	31
"sll0862"	1	0	36	26	30	32	24	26	23	23	31	20	26
"sll0863"	1	0	32	21	19	23	28	24	22	23	22	27	32
"sll0864"	1	0	16	8	9	7	4	4	7	6	10	14	7
"sll0865"	1	0	190	78	77	62	76	72	93	64	76	90	73
"sll0867"	1	0	65	50	47	40	49	40	61	61	62	55	60
"sll0868"	1	0	98	43	56	47	48	56	97	75	88	72	100
"sll0869"	1	0	42	11	22	18	22	17	13	11	14	10	17
"sll0871"	1	0	29	55	55	60	57	41	30	23	26	31	32
"sll0872"	1	0	21	8	8	14	15	20	24	38	36	30	30
"sll0873"	1	0	35	30	24	26	30	31	43	45	32	38	40
"sll0875"	1	0	13	10	9	10	6	8	10	10	8	11	11
"sll0876"	1	0	12	1	5	6	4	6	6	4	4	6	6
"sll0877"	1	0	66	36	24	40	35	35	41	48	34	42	45
"sll0886"	1	0	36	64	62	67	54	49	56	49	50	41	48
"sll0887"	1	0	58	27	37	44	32	23	39	34	39	37	36
"sll0888"	1	0	31	17	14	16	13	10	9	9	11	7	10
"sll0891"	1	0	31	22	19	19	17	16	20	19	27	21	23
"sll0892"	1	0	18	4	4	8	3	2	5	8	12	4	12
"sll0895"	1	0	32	21	17	12	11	11	22	18	17	15	16
"sll0896"	1	0	9	15	19	11	20	27	4	13	5	5	10
"sll0897"	1	0	117	87	91	81	78	69	69	80	78	80	71
"sll0898"	1	0	82	29	25	31	27	38	38	35	43	48	55
"sll0899"	1	0	53	20	25	28	33	22	35	38	30	36	41
"sll0900"	1	0	24	10	10	14	15	11	14	10	13	14	12
"sll0901"	1	0	14	13	13	15	12	11	15	17	20	14	9
"sll0902"	1	0	44	39	32	38	25	24	75	63	56	45	50
"sll0905"	1	0	15	7	7	9	6	8	13	8	12	19	10
"sll0909"	1	0	64	32	33	23	28	37	54	51	62	48	62
"sll0910"	1	0	73	64	70	77	69	56	36	43	48	53	63
"sll0911"	1	0	74	37	44	37	37	28	42	39	36	46	43
"sll0912"	1	0	168	82	70	116	101	52	81	88	91	103	104
"sll0913"	1	0	11	6	7	10	3	10	10	4	6	7	8
"sll0914"	1	0	64	17	29	27	15	26	20	22	24	30	20
"sll0915"	1	0	79	46	35	55	59	43	68	72	59	66	72
"sll0916"	1	0	24	25	12	21	16	7	16	15	15	7	24
"sll0920"	1	0	218	192	136	155	176	128	182	159	178	173	198
"sll0921"	1	0	24	18	11	20	16	10	13	12	17	14	16
"sll0922"	1	0	20	28	21	25	21	19	13	17	13	20	20
"sll0923"	1	0	95	59	66	46	54	62	83	89	72	71	66
"sll0924"	1	0	48	38	33	25	32	27	28	18	12	17	20
"sll0925"	1	0	37	19	19	22	29	24	22	22	21	29	19
"sll0926"	1	0	58	48	25	41	37	36	40	42	37	25	31
"sll0927"	1	0	44	39	27	36	26	33	36	31	45	45	47
"sll0928"	1	0	36	35	47	44	40	49	53	45	49	52	59
"sll0930"	1	0	7	6	3	4	8	3	9	11	16	12	14
"sll0931"	1	0	22	23	14	12	27	23	13	16	26	25	22
"sll0932"	1	0	13	9	6	22	8	10	4	7	6	7	6
"sll0933"	1	0	70	15	44	30	30	33	34	20	30	31	19
"sll0934"	1	0	46	73	49	58	65	57	71	86	83	85	73
"sll0936"	1	0	73	35	51	40	32	32	62	50	47	46	47
"sll0938"	1	0	27	7	18	18	8	15	27	24	27	24	25
"sll0939"	1	0	21	30	30	29	34	28	30	39	27	24	33
"sll0943"	1	0	37	35	35	24	24	30	24	25	17	21	34
"sll0944"	1	0	17	10	11	13	10	6	12	11	5	14	12
"sll0945"	1	0	90	56	56	86	67	67	97	97	93	87	87
"sll0947"	1	0	41	10	13	13	14	10	26	24	33	26	20
"sll0980"	1	0	63	50	23	31	46	33	45	36	32	30	30
"sll0981"	1	0	35	24	22	16	16	19	25	21	15	22	18
"sll0982"	1	0	23	5	11	6	4	4	19	16	17	25	26
"sll0983"	1	0	42	12	17	18	14	10	15	18	14	10	15
"sll0984"	1	0	7	21	13	18	19	14	5	2	2	5	5
"sll0985"	1	0	104	48	41	60	60	57	61	47	40	61	54
"sll0986"	1	0	20	4	2	4	4	7	18	15	15	18	9
"sll0990"	1	0	31	54	45	51	57	52	54	60	49	38	34
"sll0992"	1	0	9	0	3	1	3	1	5	0	2	1	1
"sll0993"	1	0	50	16	25	17	15	17	40	45	22	25	30
"sll0994"	1	0	15	6	10	5	4	3	12	6	5	5	7
"sll0995"	1	0	30	10	11	9	13	15	10	14	9	18	16
"sll0996"	1	0	89	56	59	67	61	58	55	57	47	56	61
"sll0997"	1	0	41	28	44	42	30	46	61	55	74	50	53
"sll0998"	1	0	55	38	29	40	33	36	35	21	32	34	40
"sll1001"	1	0	37	17	16	30	14	20	27	15	21	19	24
"sll1002"	1	0	41	10	9	11	7	3	23	22	22	16	12
"sll1003"	1	0	125	71	40	82	68	48	62	70	57	63	58
"sll1004"	1	0	44	25	23	30	25	30	39	35	30	29	38
"sll1005"	1	0	33	20	22	16	20	19	16	13	17	16	27
"sll1006"	1	0	17	25	26	22	16	24	16	16	21	16	19
"sll1009"	1	0	16	8	3	6	6	5	18	12	16	10	15
"sll1011"	1	0	73	13	26	33	18	19	25	17	31	27	30
"sll1017"	1	0	16	10	9	9	11	3	9	6	5	7	7
"sll1018"	1	0	38	39	27	47	42	23	27	25	22	21	23
"sll1019"	1	0	45	26	20	23	24	27	24	23	20	23	21
"sll1020"	1	0	79	56	37	59	43	50	48	45	44	37	50
"sll1021"	1	0	178	91	87	85	89	81	103	108	97	109	94
"sll1022"	1	0	16	6	1	12	7	3	2	3	4	8	6
"sll1023"	1	0	36	19	20	14	17	19	22	18	20	16	22
"sll1024"	1	0	27	23	19	12	18	27	24	21	20	21	16
"sll1025"	1	0	17	6	5	8	5	3	10	11	13	8	11
"sll1027"	1	0	89	58	54	53	40	51	92	94	96	77	67
"sll1028"	1	0	14	11	20	15	27	3	38	33	33	30	28
"sll1029"	1	0	11	12	6	7	8	5	32	25	21	18	11
"sll1030"	1	0	13	2	9	6	8	2	10	13	11	9	10
"sll1031"	1	0	96	72	56	62	59	89	126	120	105	90	102
"sll1032"	1	0	9	1	3	0	2	2	5	9	9	3	7
"sll1033"	1	0	56	38	33	41	48	33	68	64	64	70	70
"sll1035"	1	0	31	22	21	24	20	18	34	27	21	34	27
"sll1036"	1	0	25	3	11	9	8	12	22	18	17	17	15
"sll1037"	1	0	53	26	28	33	35	29	30	25	25	29	30
"sll1039"	1	0	61	26	35	25	31	34	31	45	36	40	43
"sll1040"	1	0	110	105	75	101	98	64	64	70	83	88	85
"sll1041"	1	0	33	25	17	24	18	25	20	17	20	28	27
"sll1043"	1	0	147	154	135	138	130	122	176	180	208	202	190
"sll1045"	1	0	13	15	7	6	6	10	10	7	5	11	8
"sll1049"	1	0	64	50	42	32	33	57	38	41	32	45	38
"sll1051"	1	0	24	21	19	17	24	24	24	14	18	17	19
"sll1052"	1	0	5	2	0	1	1	3	1	0	0	2	0
"sll1053"	1	0	87	35	30	37	37	33	71	65	72	60	62
"sll1054"	1	0	20	32	25	24	32	25	26	34	23	21	16
"sll1056"	1	0	45	21	18	19	23	21	46	44	51	59	43
"sll1057"	1	0	15	3	3	3	6	4	4	6	5	4	8
"sll1058"	1	0	26	13	17	11	13	12	26	21	17	11	11
"sll1059"	1	0	25	20	24	13	23	20	27	30	30	30	23
"sll1060"	1	0	137	62	66	65	58	76	67	76	68	69	75
"sll1061"	1	0	62	25	17	19	24	23	18	22	27	26	23
"sll1062"	1	0	48	22	20	16	23	26	18	24	20	18	16
"sll1063"	1	0	8	4	6	1	2	2	6	6	7	4	6
"sll1064"	1	0	54	42	33	34	32	33	35	34	47	45	30
"sll1068"	1	0	16	8	1	5	7	8	8	3	3	3	6
"sll1069"	1	0	58	27	39	34	44	33	68	81	51	64	73
"sll1070"	1	0	75	68	87	66	75	76	142	136	112	120	123
"sll1071"	1	0	26	34	31	41	33	23	25	25	15	21	25
"sll1072"	1	0	33	28	21	25	22	25	47	30	39	34	39
"sll1074"	1	0	175	120	81	87	101	109	151	141	120	155	143
"sll1076"	1	0	129	91	76	77	87	75	63	80	73	76	83
"sll1077"	1	0	44	18	20	16	8	29	27	38	37	45	33
"sll1078"	1	0	13	21	24	15	18	20	22	30	22	24	34
"sll1079"	1	0	27	24	26	21	15	23	34	32	27	16	32
"sll1080"	1	0	38	68	70	52	59	70	66	52	56	56	39
"sll1081"	1	0	27	7	10	11	15	9	5	11	5	9	4
"sll1082"	1	0	61	47	42	41	49	50	51	70	56	63	62
"sll1084"	1	0	137	63	73	65	64	78	91	83	73	93	94
"sll1085"	1	0	75	34	24	33	20	24	41	27	38	28	23
"sll1086"	1	0	8	2	2	1	3	5	2	2	3	1	2
"sll1087"	1	0	17	34	24	24	37	30	25	22	30	27	50
"sll1089"	1	0	11	16	5	17	21	5	16	19	15	21	24
"sll1091"	1	0	126	81	64	75	88	66	115	113	132	128	132
"sll1092"	1	0	23	6	8	14	10	6	9	5	9	14	21
"sll1094"	1	0	11	5	9	5	7	5	13	7	15	8	5
"sll1095"	1	0	15	9	7	5	10	4	5	6	1	7	8
"sll1096"	1	0	85	40	15	25	38	26	20	26	20	34	26
"sll1097"	1	0	64	64	64	70	72	60	94	106	110	108	97
"sll1098"	1	0	129	69	70	68	68	87	108	125	112	123	106
"sll1099"	1	0	92	167	231	172	184	230	566	610	585	555	485
"sll1101"	1	0	69	56	54	52	53	50	27	41	31	51	44
"sll1102"	1	0	12	3	8	2	2	4	4	2	2	7	8
"sll1103"	1	0	10	4	7	17	7	6	0	1	2	2	5
"sll1104"	1	0	27	7	10	10	12	6	27	26	18	17	18
"sll1106"	1	0	26	7	7	5	7	12	37	39	24	23	30
"sll1107"	1	0	21	2	10	12	7	10	2	11	1	7	2
"sll1108"	1	0	43	39	39	37	40	27	45	36	40	43	43
"sll1109"	1	0	4	0	4	2	3	3	13	13	14	7	6
"sll1110"	1	0	136	79	80	74	99	98	117	121	128	125	109
"sll1112"	1	0	3	5	4	3	3	3	0	2	1	1	2
"sll1118"	1	0	21	8	7	9	4	11	7	10	13	14	14
"sll1119"	1	0	28	32	24	24	23	27	15	12	20	21	23
"sll1120"	1	0	235	127	103	124	125	115	131	141	139	158	137
"sll1121"	1	0	109	52	38	65	55	52	58	52	51	57	56
"sll1123"	1	0	19	13	5	10	12	11	12	4	17	5	7
"sll1124"	1	0	173	103	69	82	80	100	91	91	80	66	78
"sll1127"	1	0	51	58	50	47	48	39	54	45	44	59	42
"sll1129"	1	0	33	15	32	29	23	25	35	26	28	30	21
"sll1130"	1	0	21	23	22	21	22	17	22	28	39	36	38
"sll1131"	1	0	12	13	8	10	14	7	13	7	6	8	3
"sll1132"	1	0	21	17	15	23	24	16	34	26	26	31	22
"sll1135"	1	0	31	15	21	15	17	12	30	18	20	29	17
"sll1138"	1	0	38	15	18	20	23	22	19	19	23	17	21
"sll1142"	1	0	24	11	7	15	5	11	33	23	28	27	25
"sll1143"	1	0	202	149	115	114	134	124	117	148	140	143	133
"sll1144"	1	0	63	41	42	54	49	43	34	37	42	38	47
"sll1147"	1	0	14	4	2	2	3	2	13	16	5	12	18
"sll1150"	1	0	15	3	7	6	7	4	10	11	11	5	4
"sll1151"	1	0	75	31	34	35	32	49	28	44	40	25	44
"sll1154"	1	0	24	22	7	14	14	15	12	13	6	10	8
"sll1155"	1	0	13	5	7	3	5	6	4	5	8	5	7
"sll1156"	1	0	47	20	28	27	30	12	30	17	17	28	17
"sll1157"	1	0	27	14	15	14	17	17	16	14	14	14	14
"sll1158"	1	0	21	9	7	6	3	5	10	15	11	12	13
"sll1159"	1	0	45	13	15	11	15	23	13	14	25	25	18
"sll1160"	1	0	16	7	3	8	10	5	11	15	14	16	6
"sll1161"	1	0	65	47	46	52	54	43	37	47	47	50	54
"sll1162"	1	0	24	8	13	6	4	10	6	5	11	10	12
"sll1163"	1	0	7	5	10	2	5	10	4	0	1	4	2
