# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78922\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'MS-GF+_2019-01-08T17:28:41', 2: 'MS-GF+_2019-01-08T18:10:00', 3: 'MS-GF+_2019-01-08T18:58:38', 4: 'MS-GF+_2019-01-08T19:48:14', 5: 'MS-GF+_2019-01-08T20:35:04', 6: 'MS-GF+_2019-01-08T22:04:53', 7: 'MS-GF+_2019-01-08T23:28:55', 8: 'MS-GF+_2019-01-09T00:55:37', 9: 'MS-GF+_2019-01-09T02:24:06', 10: 'MS-GF+_2019-01-09T03:41:04'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"slr0482"	1	0	17	13	6	13	8	13	11	12	8	9	10
"slr0483"	1	0	31	39	36	30	29	33	41	25	23	21	36
"slr0484"	1	0	135	121	90	131	91	98	106	94	103	121	105
"slr0487"	1	0	27	11	9	11	15	8	11	7	10	10	13
"slr0488"	1	0	21	18	40	42	30	11	4	9	6	5	7
"slr0489"	1	0	74	42	40	57	53	34	70	66	69	44	58
"slr0491"	1	0	17	16	5	13	14	2	22	18	26	19	29
"slr0492"	1	0	44	11	12	8	8	7	18	12	24	24	21
"slr0493"	1	0	19	8	16	3	8	11	15	10	9	6	13
"slr0495"	1	0	31	11	17	12	10	15	15	13	12	13	14
"slr0496"	1	0	25	22	21	29	23	26	19	16	13	9	12
"slr0498"	1	0	10	9	10	4	9	3	6	3	4	5	6
"slr0500"	1	0	20	20	9	13	19	22	13	11	14	20	16
"slr0502"	1	0	39	25	21	32	31	25	35	43	45	49	28
"slr0503"	1	0	52	36	29	35	40	40	33	37	31	33	35
"slr0505"	1	0	36	9	15	10	13	12	12	7	17	16	14
"slr0506"	1	0	80	70	63	54	57	67	71	82	72	75	81
"slr0509"	1	0	24	18	16	20	14	23	23	15	18	29	32
"slr0510"	1	0	74	40	45	46	50	29	32	31	30	26	22
"slr0511"	1	0	3	0	0	1	1	0	0	2	0	2	0
"slr0513"	1	0	59	44	16	33	26	26	23	26	27	29	28
"slr0514"	1	0	45	54	32	53	53	34	20	33	25	25	27
"slr0516"	1	0	21	14	5	8	11	10	10	19	21	14	13
"slr0517"	1	0	31	3	10	8	5	9	23	24	19	9	16
"slr0518"	1	0	47	26	18	26	29	25	26	28	18	19	34
"slr0519"	1	0	3	5	5	4	0	8	3	6	9	4	6
"slr0520"	1	0	21	25	28	15	25	18	21	15	9	21	14
"slr0521"	1	0	51	42	29	39	29	39	22	31	18	25	30
"slr0522"	1	0	71	67	46	69	57	72	82	92	77	79	74
"slr0523"	1	0	25	22	10	19	22	20	13	15	21	12	13
"slr0525"	1	0	59	39	40	32	39	42	44	46	53	57	51
"slr0526"	1	0	21	26	10	18	11	16	11	8	5	10	10
"slr0527"	1	0	24	8	12	12	3	14	12	10	20	14	18
"slr0528"	1	0	45	42	30	42	32	32	38	31	47	29	28
"slr0529"	1	0	33	11	14	13	21	18	19	19	20	16	15
"slr0530"	1	0	29	16	17	17	20	21	40	39	33	37	19
"slr0531"	1	0	18	12	7	13	13	13	8	13	11	10	8
"slr0533"	1	0	59	45	61	42	39	60	54	39	57	44	43
"slr0534"	1	0	153	105	90	124	102	104	120	128	137	136	125
"slr0535"	1	0	57	28	22	22	32	23	35	30	39	34	22
"slr0536"	1	0	71	47	45	53	39	36	64	65	62	76	67
"slr0537"	1	0	33	23	23	25	23	40	20	31	34	47	38
"slr0541"	1	0	7	4	5	6	3	2	6	8	5	7	8
"slr0542"	1	0	27	24	28	21	23	20	53	33	46	43	35
"slr0543"	1	0	62	39	21	28	34	26	44	54	53	66	48
"slr0544"	1	0	29	20	9	10	7	10	15	12	16	13	13
"slr0545"	1	0	49	8	18	16	18	18	24	21	20	15	19
"slr0546"	1	0	60	19	28	31	16	25	30	31	32	44	37
"slr0549"	1	0	41	35	39	20	24	21	47	56	55	47	42
"slr0550"	1	0	14	10	9	10	6	8	14	13	18	11	13
"slr0551"	1	0	117	74	64	76	64	64	54	76	111	129	122
"slr0552"	1	0	22	22	24	20	21	14	36	33	40	35	40
"slr0553"	1	0	28	13	19	9	18	17	17	16	19	18	13
"slr0554"	1	0	211	174	125	163	149	150	168	194	183	161	156
"slr0556"	1	0	34	11	14	12	12	11	10	5	14	13	20
"slr0557"	1	0	144	83	81	85	83	108	116	113	113	100	110
"slr0559"	1	0	49	66	43	57	52	42	88	68	70	70	67
"slr0565"	1	0	25	9	8	13	11	10	25	26	31	35	29
"slr0569"	1	0	81	49	48	47	44	47	56	53	58	70	50
"slr0572"	1	0	35	31	37	30	28	44	19	25	24	28	26
"slr0573"	1	0	37	24	23	22	27	20	19	17	18	11	18
"slr0574"	1	0	68	36	31	23	18	25	54	46	35	42	36
"slr0575"	1	0	18	5	10	8	3	7	15	16	14	14	14
"slr0579"	1	0	42	41	34	33	30	40	56	39	46	53	48
"slr0580"	1	0	34	14	6	15	15	13	20	18	9	22	21
"slr0581"	1	0	12	3	9	1	10	10	10	7	9	8	7
"slr0582"	1	0	10	9	9	9	5	22	32	25	19	24	18
"slr0583"	1	0	41	25	21	26	24	31	53	55	46	42	38
"slr0585"	1	0	86	47	47	54	45	67	86	85	88	90	81
"slr0586"	1	0	60	45	39	43	47	47	49	48	49	45	47
"slr0587"	1	0	4	0	0	1	3	1	4	3	3	4	2
"slr0588"	1	0	3	1	1	0	1	1	1	0	0	0	1
"slr0589"	1	0	14	6	4	3	5	4	12	10	17	15	13
"slr0590"	1	0	36	11	11	10	11	11	17	10	15	9	12
"slr0591"	1	0	62	73	34	48	76	52	62	54	49	60	51
"slr0592"	1	0	25	32	32	34	37	25	29	31	33	31	32
"slr0593"	1	0	34	21	9	20	15	17	25	17	17	17	23
"slr0594"	1	0	38	28	22	34	33	28	26	31	26	30	28
"slr0596"	1	0	34	10	5	18	20	13	27	29	26	26	31
"slr0597"	1	0	77	60	64	48	63	55	66	70	75	59	49
"slr0598"	1	0	17	12	12	16	13	6	6	6	5	5	10
"slr0599"	1	0	40	19	24	27	18	21	21	24	24	20	20
"slr0600"	1	0	43	41	38	43	39	23	41	36	33	39	28
"slr0601"	1	0	11	7	1	7	6	9	14	8	10	9	5
"slr0602"	1	0	12	4	8	5	6	3	6	9	7	4	4
"slr0603"	1	0	218	209	179	216	185	162	206	174	172	197	177
"slr0604"	1	0	159	131	114	120	109	123	129	142	115	124	114
"slr0605"	1	0	49	25	26	31	26	28	43	37	44	32	36
"slr0606"	1	0	31	12	31	11	15	14	34	45	25	33	34
"slr0607"	1	0	19	13	11	15	16	25	43	49	55	44	34
"slr0608"	1	0	45	38	28	38	28	29	31	32	31	33	30
"slr0609"	1	0	52	25	23	30	27	34	54	53	52	41	47
"slr0610"	1	0	14	19	16	21	16	24	11	6	8	9	3
"slr0611"	1	0	46	15	9	8	16	15	25	24	32	30	32
"slr0612"	1	0	37	17	15	15	16	20	22	14	24	21	22
"slr0613"	1	0	12	5	5	6	3	6	11	14	9	9	5
"slr0615"	1	0	55	32	27	30	22	27	31	23	39	25	34
"slr0616"	1	0	18	11	33	12	17	32	19	17	25	13	24
"slr0617"	1	0	18	3	3	5	6	2	6	4	7	8	5
"slr0618"	1	0	55	70	54	78	85	67	91	87	81	84	80
"slr0619"	1	0	38	20	20	12	16	12	22	29	25	19	23
"slr0623"	1	0	15	52	46	63	69	53	95	100	109	108	105
"slr0624"	1	0	21	1	4	5	11	5	13	14	10	9	15
"slr0625"	1	0	27	17	21	16	15	28	18	16	16	27	20
"slr0626"	1	0	60	29	36	26	40	25	29	33	33	38	38
"slr0628"	1	0	101	62	71	61	65	72	57	52	42	55	51
"slr0630"	1	0	38	67	67	56	53	37	25	21	23	29	32
"slr0633"	1	0	45	35	23	31	30	25	36	41	33	40	36
"slr0634"	1	0	44	19	12	17	19	9	18	14	15	17	28
"slr0635"	1	0	41	26	23	19	19	23	36	44	35	41	29
"slr0636"	1	0	21	39	52	45	53	42	24	19	18	23	18
"slr0637"	1	0	41	40	37	43	25	36	59	57	59	46	39
"slr0638"	1	0	26	21	13	17	14	12	23	24	21	22	31
"slr0639"	1	0	32	19	13	8	11	18	10	18	10	12	20
"slr0640"	1	0	43	43	21	32	25	27	15	13	17	15	14
"slr0642"	1	0	25	9	12	7	5	19	17	31	32	14	17
"slr0643"	1	0	33	19	17	17	18	9	8	16	17	11	22
"slr0644"	1	0	62	30	32	20	19	30	23	20	27	32	31
"slr0645"	1	0	55	49	41	59	53	45	52	51	62	47	51
"slr0646"	1	0	36	12	16	14	13	16	23	26	23	27	26
"slr0649"	1	0	110	75	70	66	91	63	86	119	107	113	90
"slr0650"	1	0	42	24	18	23	23	25	40	50	36	36	49
"slr0651"	1	0	25	9	6	8	9	8	16	11	14	14	15
"slr0652"	1	0	29	36	24	29	34	19	23	30	34	24	31
"slr0653"	1	0	220	99	138	129	118	97	103	108	114	140	129
"slr0654"	1	0	26	11	5	10	6	4	7	11	9	9	4
"slr0655"	1	0	39	27	20	19	17	16	26	25	17	29	23
"slr0656"	1	0	56	27	27	29	31	26	24	30	24	20	23
"slr0657"	1	0	61	36	38	37	40	30	36	47	41	44	35
"slr0658"	1	0	48	43	52	49	55	45	50	63	64	69	49
"slr0659"	1	0	89	49	43	62	49	52	65	75	71	66	77
"slr0661"	1	0	38	14	15	17	10	16	28	32	39	25	31
"slr0662"	1	0	93	68	72	65	74	103	108	115	102	96	101
"slr0664"	1	0	33	8	16	16	12	12	21	24	18	18	14
"slr0665"	1	0	129	166	125	146	147	162	170	173	155	171	188
"slr0666"	1	0	91	42	40	38	44	54	51	51	48	65	67
"slr0667"	1	0	41	7	15	22	16	9	26	21	16	19	21
"slr0668"	1	0	83	46	46	36	48	39	27	31	37	30	33
"slr0670"	1	0	40	26	28	24	29	37	49	46	51	50	33
"slr0675"	1	0	15	15	5	5	7	6	1	5	6	8	6
"slr0676"	1	0	40	26	16	21	19	23	28	28	29	34	29
"slr0677"	1	0	32	33	28	33	25	24	22	24	22	24	26
"slr0678"	1	0	15	40	42	45	31	14	7	13	13	6	10
"slr0679"	1	0	77	38	37	39	46	25	38	30	25	34	42
"slr0680"	1	0	16	4	11	10	9	2	10	8	4	2	6
"slr0681"	1	0	15	6	5	6	5	2	8	7	15	9	9
"slr0682"	1	0	44	10	13	11	22	15	20	27	22	22	16
"slr0686"	1	0	10	9	17	21	12	16	19	15	18	21	17
"slr0687"	1	0	99	53	69	69	58	80	58	40	52	58	55
"slr0688"	1	0	42	14	20	19	17	23	20	18	15	17	18
"slr0689"	1	0	40	18	20	27	23	19	20	27	24	28	20
"slr0692"	1	0	117	53	44	58	47	49	72	68	65	73	82
"slr0695"	1	0	30	17	19	11	15	21	24	22	22	28	23
"slr0697"	1	0	131	46	38	40	51	32	55	56	59	50	44
"slr0698"	1	0	37	38	44	39	43	30	22	28	18	22	22
"slr0699"	1	0	30	27	29	21	28	24	18	27	23	16	23
"slr0700"	1	0	18	12	4	12	12	11	3	4	2	7	4
"slr0701"	1	0	35	35	52	47	38	35	23	41	28	38	30
"slr0702"	1	0	38	23	16	19	29	17	23	30	26	28	29
"slr0707"	1	0	172	132	102	119	144	115	136	125	109	115	113
"slr0708"	1	0	51	19	20	23	30	23	43	35	56	43	43
"slr0709"	1	0	9	3	5	2	6	3	17	21	22	19	19
"slr0710"	1	0	69	67	66	68	73	55	59	61	62	58	56
"slr0711"	1	0	24	10	15	11	5	15	17	17	15	12	14
"slr0712"	1	0	7	9	5	6	5	6	1	6	2	2	3
"slr0713"	1	0	56	42	28	44	28	36	73	59	51	53	49
"slr0719"	1	0	39	16	17	8	16	9	24	25	18	25	19
"slr0721"	1	0	61	38	42	49	45	37	52	48	49	50	39
"slr0722"	1	0	11	3	2	5	6	2	8	6	11	8	5
"slr0723"	1	0	54	18	35	24	22	13	50	35	34	31	32
"slr0724"	1	0	30	25	19	26	30	13	16	19	25	16	26
"slr0725"	1	0	71	37	27	38	38	20	33	47	54	59	48
"slr0727"	1	0	131	88	80	95	78	129	194	148	151	132	127
"slr0728"	1	0	20	25	11	24	21	11	10	7	9	8	9
"slr0729"	1	0	12	4	11	9	8	5	34	35	28	30	33
"slr0730"	1	0	14	9	8	8	13	15	11	11	7	11	9
"slr0731"	1	0	72	44	41	52	56	37	60	47	43	58	53
"slr0732"	1	0	25	8	21	19	14	9	13	9	10	6	6
"slr0733"	1	0	78	36	35	28	38	27	32	49	31	34	27
"slr0734"	1	0	32	12	12	6	12	15	18	16	14	15	10
"slr0737"	1	0	33	39	31	35	41	46	51	60	57	58	60
"slr0738"	1	0	83	48	35	45	45	53	67	74	66	57	65
"slr0739"	1	0	18	12	16	16	12	15	16	18	15	12	9
"slr0740"	1	0	15	11	6	13	6	5	14	11	10	14	10
"slr0741"	1	0	66	41	38	36	37	36	61	59	63	58	72
"slr0742"	1	0	12	11	7	8	8	9	15	11	12	16	13
"slr0743"	1	0	102	56	50	72	61	48	63	64	65	67	57
"slr0744"	1	0	224	153	153	160	162	163	191	195	208	219	159
"slr0746"	1	0	43	23	26	21	26	22	21	20	25	24	22
"slr0747"	1	0	56	39	33	24	31	17	24	29	19	24	30
"slr0748"	1	0	45	26	4	20	19	21	20	18	25	22	13
"slr0749"	1	0	36	16	10	12	14	19	11	21	14	22	15
"slr0750"	1	0	67	47	36	44	50	55	44	64	55	55	55
"slr0751"	1	0	25	10	8	7	6	5	6	7	13	15	21
"slr0752"	1	0	68	31	54	29	34	53	83	78	80	62	69
"slr0753"	1	0	11	2	3	8	3	4	3	3	1	3	1
"slr0755"	1	0	53	38	40	39	37	23	38	35	34	43	33
"slr0756"	1	0	38	23	14	22	21	22	29	18	23	18	21
"slr0757"	1	0	34	10	17	12	11	14	11	18	16	11	23
"slr0758"	1	0	126	81	97	80	88	94	79	83	71	83	74
"slr0765"	1	0	73	58	54	71	56	57	62	60	73	68	70
"slr0769"	1	0	29	39	33	30	28	27	32	31	22	38	36
"slr0770"	1	0	16	6	4	5	4	7	10	7	9	8	8
"slr0771"	1	0	10	0	4	3	0	2	5	5	2	2	5
"slr0772"	1	0	81	20	25	34	29	23	47	46	43	53	42
"slr0773"	1	0	24	7	9	7	11	10	17	27	21	28	18
"slr0774"	1	0	49	36	14	23	29	25	32	27	25	47	38
"slr0775"	1	0	16	5	5	7	1	0	4	5	9	6	11
"slr0776"	1	0	44	46	41	60	56	33	23	32	43	43	35
"slr0779"	1	0	22	19	19	19	19	28	12	10	10	19	12
"slr0780"	1	0	76	118	117	77	101	89	106	87	98	93	92
"slr0782"	1	0	58	61	42	65	64	49	77	76	67	60	66
"slr0783"	1	0	23	23	16	18	21	19	30	29	31	20	22
"slr0784"	1	0	16	8	4	5	7	10	9	16	10	9	11
"slr0786"	1	0	24	53	48	38	46	34	13	30	28	36	26
"slr0787"	1	0	57	28	34	23	31	32	23	41	24	32	30
"slr0788"	1	0	63	20	36	36	36	34	41	47	41	42	46
"slr0789"	1	0	18	27	30	17	20	26	14	15	18	27	16
"slr0790"	1	0	19	6	5	10	7	6	12	3	6	12	8
"slr0793"	1	0	9	3	3	1	2	3	2	4	3	3	3
"slr0794"	1	0	115	46	61	50	61	53	56	64	79	78	59
"slr0795"	1	0	43	27	18	21	22	29	27	18	18	20	27
"slr0796"	1	0	17	14	12	19	13	6	9	12	12	17	11
"slr0797"	1	0	43	24	17	16	19	15	11	18	17	21	28
"slr0798"	1	0	71	39	36	37	35	51	97	70	76	73	69
"slr0799"	1	0	7	5	1	1	1	0	7	5	5	3	8
"slr0800"	1	0	17	5	7	8	5	3	9	8	12	17	13
"slr0801"	1	0	64	43	32	58	68	43	42	52	44	33	42
"slr0804"	1	0	44	59	46	57	52	50	27	28	32	35	44
"slr0806"	1	0	46	31	18	22	27	25	25	24	41	24	33
"slr0807"	1	0	26	13	27	14	7	23	26	14	22	35	27
"slr0808"	1	0	33	14	27	27	27	20	22	25	24	23	20
"slr0809"	1	0	65	40	37	47	43	42	62	45	63	58	56
"slr0810"	1	0	8	1	2	1	3	1	6	5	5	2	3
"slr0812"	1	0	21	9	11	14	8	10	29	17	25	24	14
"slr0813"	1	0	30	11	6	9	11	3	11	6	10	8	15
"slr0815"	1	0	24	41	32	34	31	33	47	55	51	65	40
"slr0816"	1	0	32	7	13	10	5	16	21	22	23	16	14
"slr0817"	1	0	61	44	39	38	34	60	39	37	32	30	33
"slr0818"	1	0	60	37	28	41	34	28	55	50	44	45	67
"slr0819"	1	0	34	12	23	18	16	8	7	13	8	8	9
"slr0820"	1	0	68	67	40	50	66	73	39	49	40	64	44
"slr0821"	1	0	13	32	25	26	32	11	20	21	26	24	34
"slr0822"	1	0	100	69	60	70	59	61	54	59	54	52	45
"slr0823"	1	0	39	30	41	28	28	35	49	45	56	50	32
"slr0825"	1	0	68	45	38	40	57	41	50	38	50	37	44
"slr0827"	1	0	42	23	21	19	13	33	18	17	38	25	17
"slr0829"	1	0	167	56	58	70	56	60	72	83	64	84	74
"slr0833"	1	0	171	83	84	79	97	77	73	86	88	68	88
"slr0835"	1	0	46	20	20	15	25	10	35	24	31	26	24
"slr0836"	1	0	38	36	26	26	28	25	12	17	14	24	12
"slr0838"	1	0	18	14	10	16	14	9	16	19	17	11	20
"slr0839"	1	0	38	47	53	51	60	59	47	42	54	44	48
"slr0841"	1	0	20	27	26	23	23	34	33	29	38	36	44
"slr0842"	1	0	55	49	32	49	49	26	35	36	30	38	37
"slr0844"	1	0	34	48	34	39	33	54	46	45	52	34	50
"slr0845"	1	0	31	10	6	18	12	9	29	22	15	16	20
"slr0846"	1	0	27	27	27	31	22	16	17	18	17	20	20
"slr0847"	1	0	12	1	2	4	3	3	7	7	2	4	8
"slr0848"	1	0	53	87	67	69	83	89	62	72	79	72	65
"slr0851"	1	0	52	58	54	50	49	51	33	27	30	33	41
"slr0852"	1	0	36	28	21	22	18	14	12	18	15	7	8
"slr0853"	1	0	16	10	8	13	6	12	13	17	18	12	15
"slr0854"	1	0	71	50	34	29	45	32	50	44	40	39	44
"slr0856"	1	0	9	3	0	4	6	2	0	3	4	2	1
"slr0861"	1	0	47	24	17	12	4	14	21	34	33	34	26
"slr0862"	1	0	81	38	26	30	43	28	49	49	32	30	36
"slr0863"	1	0	70	42	42	36	45	24	38	54	46	45	55
"slr0864"	1	0	132	56	61	71	65	42	68	66	68	68	63
"slr0865"	1	0	25	17	13	14	22	8	25	20	24	16	12
"slr0867"	1	0	21	6	7	4	7	6	6	10	6	9	12
"slr0868"	1	0	21	7	9	5	8	11	10	8	6	5	4
"slr0869"	1	0	179	127	100	110	127	116	127	108	109	108	101
"slr0870"	1	0	24	4	8	9	5	5	6	6	5	6	3
"slr0871"	1	0	19	1	6	5	6	13	6	8	9	11	8
"slr0872"	1	0	81	39	37	36	41	31	35	44	43	41	36
"slr0875"	1	0	16	5	2	7	8	4	11	10	5	7	9
"slr0876"	1	0	78	77	38	48	77	63	67	66	62	70	83
"slr0877"	1	0	62	45	37	53	36	39	87	92	78	87	75
"slr0878"	1	0	12	12	7	7	6	16	7	11	5	1	4
"slr0879"	1	0	12	11	17	10	7	10	21	26	21	32	27
"slr0880"	1	0	64	23	22	30	29	26	23	21	29	25	25
"slr0881"	1	0	56	15	18	22	17	16	18	21	18	21	13
"slr0882"	1	0	77	71	64	68	71	57	56	50	49	47	48
"slr0883"	1	0	81	77	44	61	56	46	54	55	50	64	49
"slr0884"	1	0	53	32	18	33	35	55	74	70	63	54	42
"slr0885"	1	0	37	17	21	15	10	23	12	15	15	22	17
"slr0886"	1	0	22	2	10	5	6	8	31	17	24	17	18
"slr0887"	1	0	29	9	14	12	14	18	20	23	23	15	26
"slr0888"	1	0	7	7	6	3	6	8	1	0	1	1	1
"slr0889"	1	0	54	47	19	27	42	25	24	25	28	40	21
"slr0890"	1	0	13	3	6	7	3	11	4	3	2	3	2
"slr0891"	1	0	46	40	33	29	25	32	31	26	34	30	35
"slr0895"	1	0	8	4	3	3	3	2	3	4	3	2	2
"slr0896"	1	0	20	29	25	32	27	24	28	21	24	24	27
